SJT_CM,BIMI_mean,ResponseId,predicted_BIMI,actual_BIMI,classification,dimension,text_input,prompt,model,model_revision,script_version,pearson_r,p_value
"Honestly, I'd probably just check if shifting my dates by a week actually ruins my plans or not. If I'm not locked into anything too important, it's usually worth just moving mine just to keep the peace and maybe bank a favor down the road. Well, since I have breathing room now, I'd just knock out the bulk of the project early instead of coasting. That way, if my boss drops a last minute task on my desk, then I'm not scrambling to finish all tasks at once. I mean, it's reallly frustrating to hear feedback that well, feels off base, especially when there's a bonus on the line. Knowing me, I'd probably stay cool in the moment, but then I'd bounce back with some solid proof or examples of my work to clear things up and protect my standings.",4.4,R_7dZ0J8awpz8bCSB,4,4.4,communal,CM,SJT_CM,CM,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,2.0,0.25676733145181924,1.305663172743993e-14
"I would first determine if I could cancel my vacation reservations and switch those to a different date.  I would then notify my supervisor that I was able to change my plans and will be able to cover the work that week. If my workload was currently light leading up to the due date, I would immediately start finalizing the project.  This would allow for further review and input from others that may be involved in the project prior to the due date.  This would also provide for plenty of time to make any final edits prior to the due date while also giving me the time to handle any last task assignments from my boss. I would feel frustrated with the feedback since I did not expect it or agree with it, but I would immediately follow up with my manager to ask how I could improve in this area so that I am meeting expectations and goals.",5.5,R_7DZCA2d7MSEicUC,4,5.5,communal,CM,SJT_CM,CM,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,2.0,0.25676733145181924,1.305663172743993e-14
"I would take my vacation another time. I would use it as an opportunity to appear like I am flexible and can help others. I would work on the project ahead of time anticipating that my boss will give last tasks. That way, I will have the band-width to complete the project and tasks I'd feel like I don't have a lot of control. I would probably take the feedback and keep working as hard as I can. I want the bonus but don't want to disagree with my manager",3.0,R_5Qf85OnEanLSoGB,2,3.0,communal,CM,SJT_CM,CM,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,2.0,0.25676733145181924,1.305663172743993e-14
"I am a huge team player so I would support the team by arranging my vacation at an alternative date. I would discuss the upcoming project with my boss and flag that it is high priority, Over the coming weeks, I would prioritise my project and complete tasks as soon as possible, to leave time for any last minute tasks. I would discuss my concerns about the feedback with my manager. I would point out the feedback that I agree with and how I think it will help me improve. However, I would also provide examples of how I think the feedback does not fit my current performance.",6.3,R_825AytCcPJjpGwq,5,6.3,communal,CM,SJT_CM,CM,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,2.0,0.25676733145181924,1.305663172743993e-14
"I would try to handle the situation cooperatively. First i would talk with my colleague to understand why that week is important to them and see if there is any flexibility. Since maintaining good teamwork ad ensuring the organization runs smoothly is important. I would start working on the project early and make steady progress before the deadline. This way if my boss assigns additional tasks later, i will still have enough time to complete everything responsibility I would feel concerned but I would stay calm and open to understanding my manager's perspective. I would respectfully discuss the feedback with them and ask for specific examples so i can improve and avoid misunderstandings.",3.6,R_5gF5eGpDFYjX13X,6,3.6,communal,CM,SJT_CM,CM,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,2.0,0.25676733145181924,1.305663172743993e-14
"I would accept the fact that my coworker is not going to change their plans. I would not do anything else about it. I would work on the project daily until it was complete. My schedule allows some leeway, but assisting clients is my priority. I would further discuss the feedback. There might be some misunderstanding between my manager and me.",4.4,R_6kjFehCaYBTKnoI,4,4.4,communal,CM,SJT_CM,CM,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,2.0,0.25676733145181924,1.305663172743993e-14
"Assuming my plans are flexible, I'd be happy to switch my week so that my colleague can take their time off. I value a good relationship with my coworkers. I would take advantage of a lighter workload to get ahead on upcoming project in order to allow time for any last minute requests that could threaten the deadline. I would request to talk with the manager about my concerns. I may also request an external evaluator if I still find that we are not agreeing about key aspects of my performance.",6.2,R_1vCZlehaZJyVDVL,4,6.2,communal,CM,SJT_CM,CM,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,2.0,0.25676733145181924,1.305663172743993e-14
"If my colleague wasn't willing to change plans I would understand that there are no other options and try to adjust my vacation plans accordingly if in any way possible. I understand that someone has to work that week, and if my plans are flexible at all I will be flexible. I would start working on the project, trying to complete it as soon as possible. Knowing that my boss gives me tasks at the end of the timeline that are time heavy means I don't have time at the end, so it needs done now. I would shift all my attention to accomplishing the initial task as soon as possible. I would be frustrated, but realize that things like this happen that I don't have any control over. I would accept the input given by my supervisor and do the best I can to show them that I am capable of overcoming their view.",5.8,R_3oTlslHc53a2swE,4,5.8,communal,CM,SJT_CM,CM,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,2.0,0.25676733145181924,1.305663172743993e-14
I will try to talk to talk to my colleague and ask the reason why he/she doesn't want to change the vacation plans. If the colleague's reason is more valid than I am then I am willing to give up mine as long as I don't loose any money from my plans. I will complete my project as soon as I can. I wouldn't waste time to wait for the deadline and be confident about it. I will be upset but at the same time I will stand up for myself specially if I didn't do anything wrong. My career is on the line and I worked hard to be in that position so I will do my best to protect it.,5.4,R_5OiXS7iG1Teiw7V,4,5.4,communal,CM,SJT_CM,CM,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,2.0,0.25676733145181924,1.305663172743993e-14
"Id be under no obligation to change my vacation plans so im not budging and id make that clear to my colleague I trust my confidence to get work done therefore using scheduling techniques i would seperate the workload into managable chunks I would read over the feedback then read over my work to ensure nothing has slipped through the cracks, I know the high standards i set for myself so id strive to improve by asking senior staff how to get better
",3.1,R_2H15lBjXFQuaQoL,2,3.1,communal,CM,SJT_CM,CM,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,2.0,0.25676733145181924,1.305663172743993e-14
"As someone who needs the job more than most, I would offer to switch my week of vacation. I would try to accommodate my coworker's wishes and make life easier on my supervisor. By doing this favor for my colleague and my supervisor, I would hope to engender good will that proves I am a team player. I would be mindful of the possibility of last-minute assignments and try to front loach my responsibilities for this project. I would try to leave ample time in the final days to complete new tasks. If no new tasks arise, I would use my free time as the due date draws near to fine tune my work. Losing my annual bonus is significant, but losing my job would be even more significant. I would try to see the situation from my manager's position and try to work on whatever they criticized.",4.6,R_6KoS7uz6uc5SvY3,6,4.6,communal,CM,SJT_CM,CM,meta-llama/Meta-Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,2.0,0.25676733145181924,1.305663172743993e-14
